gene_short_name,A_1,A_2,A_3,B_1,B_2,B_3,C_1,C_2,C_3,D_1,D_2,D_3
TPM1(1of2),2.89176,1.00245,1.28724,2.51149,1.581085,2.057025,2.321355,1.8704025,2.4419175,2.13122,2.15972,2.82681
SMNDC1,16.2008,14.5341,16.2337,15.74805,15.2417,15.3757,15.521675,15.5955,14.9467,15.2953,15.9493,14.5177
NFURG00290210300,1.24784,1.16797,1.34171,1.626095,1.455405,2.184845,1.8152225,1.5991225,2.6064125,2.00435,1.74284,3.02798
SI:DKEY-24L11.2,5.58271,5.53218,5.45476,5.34443,5.154595,4.8793,5.22529,4.9658025,4.59157,5.10615,4.77701,4.30384
SI:DKEY-77F17.1,9.47987,6.82082,5.28888,11.119085,10.38776,5.518815,11.9386925,12.17123,5.6337825,12.7583,13.9547,5.74875
SI:DKEY-24L11.1,2.61718,2.39936,2.22082,2.76543,2.56583,2.635715,2.839555,2.649065,2.8431625,2.91368,2.7323,3.05061
PSTPIP1A,8.20474,7.35816,10.1816,8.841335,8.33741,9.654415,9.1596325,8.827035,9.3908225,9.47793,9.31666,9.12723
MXI1(2of2),2.34586,2.20053,2.99805,1.775325,2.06608,3.073415,1.4900575,1.998855,3.1110975,1.20479,1.93163,3.14878
ALPK3A,15.263,15.3349,13.1221,15.27125,15.5925,13.8568,15.275375,15.7213,14.22415,15.2795,15.8501,14.5915
TSPAN3(1of2),31.8259,29.7658,32.3767,33.39265,32.47465,35.15115,34.176025,33.829075,36.538375,34.9594,35.1835,37.9256
ZNF592,2.80704,2.64826,2.45781,2.690155,2.87993,2.527535,2.6317125,2.995765,2.5623975,2.57327,3.1116,2.59726
SCAPER,10.3843,9.44969,9.73525,10.32755,11.435195,13.551875,10.299175,12.4279475,15.4601875,10.2708,13.4207,17.3685
ADD3B(1of2),43.0631,29.0183,26.7718,30.0581,32.78395,25.01595,23.5556,34.666775,24.138025,17.0531,36.5496,23.2601
ETFA,48.8667,46.2711,54.4653,54.8767,49.74145,55.6875,57.8817,51.476625,56.2986,60.8867,53.2118,56.9097
GPD1C(1of2),21.5759,21.0525,20.501,25.01115,24.2755,21.1703,26.728775,25.887,21.50495,28.4464,27.4985,21.8396
MAP3K8(2of2),2.79649,2.12078,1.9414,3.75218,2.99227,2.139585,4.230025,3.428015,2.2386775,4.70787,3.86376,2.33777
MTPAP,6.55815,6.31427,5.79559,5.18251,5.285275,5.190935,4.49469,4.7707775,4.8886075,3.80687,4.25628,4.58628
KCNJ3(2of2),24.2644,17.2626,8.07003,30.28605,30.36435,24.048615,33.296875,36.915225,32.0379075,36.3077,43.4661,40.0272
SI:CH211-197I23.1,3.26893,3.67437,2.75778,3.62763,3.66085,2.95021,3.80698,3.65409,3.046425,3.98633,3.64733,3.14264
PIP4K2B,19.4707,19.99,20.7927,17.9891,18.57515,18.36285,17.2483,17.867725,17.147925,16.5075,17.1603,15.933
PCGF2,4.64059,4.84886,4.47165,4.14354,4.87758,4.52634,3.895015,4.89194,4.553685,3.64649,4.9063,4.58103
PSMB3,36.1364,32.1937,40.5742,37.61155,38.89305,38.48885,38.349125,42.242725,37.446175,39.0867,45.5924,36.4035
NAT16(1of2),2.7742,2.49465,2.36727,2.39808,2.79552,2.524765,2.21002,2.945955,2.6035125,2.02196,3.09639,2.68226
PIK3R4,6.1985,7.27248,5.89397,6.31605,6.796035,6.121915,6.374825,6.5578125,6.2358875,6.4336,6.31959,6.34986
CMTM6,66.5944,65.6561,69.053,69.5591,74.7667,58.8789,71.04145,79.322,53.79185,72.5238,83.8773,48.7048
COL6A6(3of5),1.17838,0.822227,1.28743,0.8722445,0.685108,1.44941,0.71917675,0.6165485,1.5304,0.566109,0.547989,1.61139
ATP2C1,12.5383,12.6277,12.2576,11.5413,11.5137,10.13647,11.0428,10.9567,9.075905,10.5443,10.3997,8.01534
FBXL17(3of3),3.63181,3.50938,3.43815,3.56216,3.3422,3.57805,3.527335,3.25861,3.648,3.49251,3.17502,3.71795
CD151L,17.8477,16.9776,18.3127,16.53415,17.248,16.9155,15.877375,17.3832,16.2169,15.2206,17.5184,15.5183
CNTFR(1of2),28.0455,33.3961,24.9967,22.9684,25.4309,25.3216,20.42985,21.4483,25.48405,17.8913,17.4657,25.6465
ST8SIA1,5.7206,7.68081,5.94069,9.3226,9.633855,8.629745,11.1236,10.6103775,9.9742725,12.9246,11.5869,11.3188
IFT46,18.7933,16.9506,13.5835,18.1377,15.10635,14.7626,17.8099,14.184225,15.35215,17.4821,13.2621,15.9417
TNNI1D,6777.47,6374.16,7878.33,6741.845,6580.23,7166.97,6724.0325,6683.265,6811.29,6706.22,6786.3,6455.61
ZGC:92818,37.2121,32.9452,37.3994,36.037,34.0019,34.34415,35.44945,34.53025,32.816525,34.8619,35.0586,31.2889
SLC6A6(1of2),87.0675,80.6189,104.126,101.98725,121.48345,123.585,109.447125,141.915725,133.3145,116.907,162.348,143.044
SI:ZFOS-911D5.4,2.1043,1.81244,1.13684,2.500265,1.880955,1.359845,2.6982475,1.9152125,1.4713475,2.89623,1.94947,1.58285
ME1,86.4463,83.6932,94.2536,66.2394,71.26915,75.61875,56.13595,65.057125,66.301325,46.0325,58.8451,56.9839
PTP4A2B,220.294,194.778,206.338,204.8835,189.519,198.2195,197.17825,186.8895,194.16025,189.473,184.26,190.101
CXCL12(2of2),17.0115,19.0897,14.4292,16.8776,21.6254,20.59285,16.81065,22.89325,23.674675,16.7437,24.1611,26.7565
CR762483.1(1of2),21.7184,14.7066,16.8053,31.7306,40.0685,21.1827,36.7367,52.74945,23.3714,41.7428,65.4304,25.5601
EARS2,6.25681,6.69644,5.43438,8.847255,9.69012,6.18544,10.1424775,11.18696,6.56097,11.4377,12.6838,6.9365
ZNF236(3of4),1.57042,1.66661,1.35775,1.55917,1.487635,1.814365,1.553545,1.3981475,2.0426725,1.54792,1.30866,2.27098
C11ORF84,2.29569,2.37017,1.84937,2.100685,2.14393,1.75681,2.0031825,2.03081,1.71053,1.90568,1.91769,1.66425
2700081O15RIK(2of2),3.54808,3.97991,3.50898,3.277755,3.266375,3.18509,3.1425925,2.9096075,3.023145,3.00743,2.55284,2.8612
TRPT1,7.19244,6.95054,7.95175,9.44772,10.11782,8.908965,10.57536,11.70146,9.3875725,11.703,13.2851,9.86618
EXTL2(2of2),3.64146,3.14405,3.32829,4.377975,3.826125,3.57645,4.7462325,4.1671625,3.70053,5.11449,4.5082,3.82461
RC3H1,8.44338,8.67119,7.29943,9.17402,8.97833,8.47751,9.53934,9.1319,9.06655,9.90466,9.28547,9.65559
RNASEH2C,2.62097,2.79915,3.97906,3.104685,3.34363,4.03962,3.3465425,3.61587,4.0699,3.5884,3.88811,4.10018
ZBTB3,1.03201,0.972649,1.2231,1.23185,1.2223395,1.485635,1.33177,1.34718475,1.6169025,1.43169,1.47203,1.74817
TAL1(2of2),15.4428,11.3342,11.8287,14.1699,14.469,20.6414,13.53345,16.0364,25.04775,12.897,17.6038,29.4541
PPM1LA,5.68293,5.67106,5.8828,6.01246,6.725945,6.951785,6.177225,7.2533875,7.4862775,6.34199,7.78083,8.02077
FERMT3B,5.72511,6.42478,6.85218,8.531505,8.158625,6.79406,9.9347025,9.0255475,6.765,11.3379,9.89247,6.73594
ZGC:110366,3.61055,3.57145,3.29611,4.32731,4.95409,6.000805,4.68569,5.64541,7.3531525,5.04407,6.33673,8.7055
CDKN1C(2of2),7.20214,8.24619,8.393,9.31237,8.49044,7.50707,10.367485,8.612565,7.064105,11.4226,8.73469,6.62114
GTF3C4,4.1062,4.82938,4.43689,4.23299,4.68131,4.208225,4.296385,4.607275,4.0938925,4.35978,4.53324,3.97956
COL6A3(3of3),5.65648,4.34581,6.88951,4.205135,4.300315,6.191445,3.4794625,4.2775675,5.8424125,2.75379,4.25482,5.49338
KANSL3(2of7),9.68457,8.30675,8.61255,9.662965,8.11429,8.98188,9.6521625,8.01806,9.166545,9.64136,7.92183,9.35121
ZNF503(1of2),6.62944,5.83481,5.51798,5.295905,5.405535,5.436185,4.6291375,5.1908975,5.3952875,3.96237,4.97626,5.35439
FADD,6.74203,6.25922,6.11186,6.99726,7.61528,5.09222,7.124875,8.29331,4.5824,7.25249,8.97134,4.07258
KLF6A,13.5044,15.6575,16.5854,21.96175,19.72565,18.7237,26.190425,21.759725,19.79285,30.4191,23.7938,20.862
TSNARE1(1of2),2.66568,2.52094,2.64203,2.600685,2.978875,2.68963,2.5681875,3.2078425,2.71343,2.53569,3.43681,2.73723
CU459095.1(3of12),3.1129,2.46437,1.73088,5.13428,3.11805,3.66661,6.14497,3.44489,4.634475,7.15566,3.77173,5.60234
CU459095.1(3of12),0.941841,0,0,2.1407005,0.313442,0,2.74013025,0.470163,0,3.33956,0.626884,0
RGS5B,0.28316,0.718761,0.746742,0.886535,1.7264555,0.66664,1.1882225,2.23030275,0.626589,1.48991,2.73415,0.586538
MCUR1,4.91721,4.85697,4.90537,5.43618,5.430805,5.194295,5.695665,5.7177225,5.3387575,5.95515,6.00464,5.48322
ARHGAP29A,9.10166,8.97868,9.33986,9.59048,8.3697,11.29573,9.83489,8.06521,12.273665,10.0793,7.76072,13.2516
GAREM,2.45457,3.26362,2.33205,2.70921,2.99154,2.667935,2.83653,2.8555,2.8358775,2.96385,2.71946,3.00382
DPH2,5.15085,4.71852,4.71199,4.49403,4.748335,4.635475,4.16562,4.7632425,4.5972175,3.83721,4.77815,4.55896
PRKDC,3.24483,3.2362,3.55182,3.454065,3.419415,3.800205,3.5586825,3.5110225,3.9243975,3.6633,3.60263,4.04859
NCF2(3of3),2.65847,3.88309,3.7071,11.351585,8.263145,3.564945,15.6981425,10.4531725,3.4938675,20.0447,12.6432,3.42279
CENPT,2.35392,2.79712,4.77567,2.6855,1.944295,2.81671,2.85129,1.5178825,1.83723,3.01708,1.09147,0.85775
FAM117A,2.04286,1.87664,1.81569,2.20883,2.033925,1.872415,2.291815,2.1125675,1.9007775,2.3748,2.19121,1.92914
NDUFA4(2of2),673.388,634.539,869.577,711.0855,603.3155,774.7655,729.93425,587.70375,727.35975,748.783,572.092,679.954
KRT8(2of2),140.04,119.648,151.323,130.5275,114.7665,145.091,125.77125,112.32575,141.975,121.015,109.885,138.859
KRT18(2of2),71.7014,63.1598,77.7251,64.00135,55.40965,64.7334,60.151325,51.534575,58.23755,56.3013,47.6595,51.7417
TBXAS1(2of3),1.10868,0.680982,1.25061,1.2008,1.676161,1.239995,1.24686,2.1737505,1.2346875,1.29292,2.67134,1.22938
GTF3C3,8.16384,8.7475,8.75164,8.63943,10.1515,9.37837,8.877225,10.8535,9.691735,9.11502,11.5555,10.0051
MAN2A2(1of2),7.17611,6.80304,6.0781,6.57782,6.607375,5.88216,6.278675,6.5095425,5.78419,5.97953,6.41171,5.68622
HSPA4(1of2),29.1161,24.3963,24.014,20.03245,19.11595,16.748535,15.490625,16.475775,13.1158025,10.9488,13.8356,9.48307
RNF14(2of2),19.195,16.6855,16.2216,16.4836,15.0941,15.0116,15.1279,14.2984,14.4066,13.7722,13.5027,13.8016
ZGC:110053,24.1608,24.0649,26.2176,27.4695,27.9987,26.841,29.12385,29.9656,27.1527,30.7782,31.9325,27.4644
PCBD2(2of2),29.1496,19.1058,23.867,27.59815,21.7831,26.6258,26.822425,23.12175,28.0052,26.0467,24.4604,29.3846
SPRY4,14.0693,21.7739,20.7745,17.7319,16.84415,17.8032,19.5632,14.379275,16.31755,21.3945,11.9144,14.8319
SI:DKEYP-30E7.2(1of4),4.44111,4.39873,5.21337,4.094055,4.10662,5.339745,3.9205275,3.960565,5.4029325,3.747,3.81451,5.46612
PDK4,129.972,148.26,106.637,155.408,132.845,124.6265,168.126,125.1375,133.62125,180.844,117.43,142.616
PPP1R9A(2of2),1.10119,1.06731,0.947711,1.163305,1.1532,1.1760655,1.1943625,1.196145,1.29024275,1.22542,1.23909,1.40442
UNC13B(2of4),6.12079,6.86704,6.33685,7.47753,8.16434,6.88874,8.1559,8.81299,7.164685,8.83427,9.46164,7.44063
PIGO,1.84832,1.90648,2.11358,1.73651,1.952945,1.937075,1.680605,1.9761775,1.8488225,1.6247,1.99941,1.76057
EIF4G2(2of2),71.8036,75.2254,73.7573,62.0016,62.77,61.4235,57.1006,56.5423,55.2566,52.1996,50.3146,49.0897
AGGF1,6.92998,6.42301,6.13222,6.03339,5.910965,5.382705,5.585095,5.6549425,5.0079475,5.1368,5.39892,4.63319
R3HCC1,4.63892,4.07995,4.78768,4.50614,4.32282,4.336805,4.43975,4.444255,4.1113675,4.37336,4.56569,3.88593
LOXL2(1of2),4.50206,4.61493,7.17294,5.55355,4.358515,5.471585,6.079295,4.2303075,4.6209075,6.60504,4.1021,3.77023
TACC1,17.4915,18.3826,15.0128,17.61795,17.57705,14.78805,17.681175,17.174275,14.675675,17.7444,16.7715,14.5633
SH3PXD2A,10.7525,10.7634,10.5129,9.200445,9.475395,10.54475,8.4244175,8.8313925,10.560675,7.64839,8.18739,10.5766
TECPR1A,1.0026,1.02556,0.992899,1.02698,1.138415,1.0744195,1.03917,1.1948425,1.11517975,1.05136,1.25127,1.15594
BAIAP2L1(2of3),0.762319,1.53327,2.56911,1.0865845,0.836483,1.5392415,1.24871725,0.4880895,1.02430725,1.41085,0.139696,0.509373
DLGAP5,0.974344,1.10243,2.91272,1.627412,1.103145,1.7075865,1.953946,1.1035025,1.10501975,2.28048,1.10386,0.502453
USP42,8.11134,8.32548,7.40877,7.90554,7.965395,7.632045,7.80264,7.7853525,7.7436825,7.69974,7.60531,7.85532
RAC2(1of3),224.318,205.767,216.531,282.5135,290,226.897,311.61125,332.1165,232.08,340.709,374.233,237.263
PVALB4,0.976145,0.122384,0.383279,3.8865575,0.179647,0.2800125,5.34176375,0.2082785,0.22837925,6.79697,0.23691,0.176746
CCZ1,20.5304,17.7261,17.8618,17.0288,16.1643,15.05365,15.278,15.3834,13.649575,13.5272,14.6025,12.2455
PMS2,1.58714,1.38142,1.81417,1.2764,1.236015,1.66212,1.12103,1.1633125,1.586095,0.96566,1.09061,1.51007
CYTH3(3of3),33.6182,37.9904,31.8836,25.79995,29.6583,26.42085,21.890825,25.49225,23.689475,17.9817,21.3262,20.9581
SI:DKEY-174N5.3(1of2),4.25381,4.93803,3.19324,4.383415,4.285955,3.90634,4.4482175,3.9599175,4.26289,4.51302,3.63388,4.61944
RARS(2of2),17.9623,16.0076,15.7173,16.6854,15.5523,16.3434,16.04695,15.32465,16.65645,15.4085,15.097,16.9695
MAG(3of10),0.980386,1.86584,1.06436,2.923723,2.06207,0.9698265,3.8953915,2.160185,0.92255975,4.86706,2.2583,0.875293
RXRBB(2of2),10.0005,10.7242,11.6377,11.23995,11.55225,12.4372,11.859675,11.966275,12.83695,12.4794,12.3803,13.2367
TMEM108,12.9012,12.4321,11.4893,15.1323,13.2457,11.2484,16.24785,13.6525,11.12795,17.3634,14.0593,11.0075
CDV3,53.2915,49.7406,46.9467,43.6302,41.3779,37.2413,38.79955,37.19655,32.3886,33.9689,33.0152,27.5359
NFURG00281110103,12.8607,12.1459,12.8943,12.73175,12.0129,12.50145,12.667275,11.9464,12.305025,12.6028,11.8799,12.1086
CR974475.2(10of14),13.0213,10.0267,10.9289,11.9173,10.7395,10.34546,11.3653,11.0959,10.05374,10.8133,11.4523,9.76202
ARID1B(2of2),6.98271,7.30121,6.1214,6.73414,6.59212,6.20392,6.609855,6.237575,6.24518,6.48557,5.88303,6.28644
ADAM17B,10.7572,9.90873,11.9587,10.13518,10.769765,11.50955,9.82417,11.2002825,11.284975,9.51316,11.6308,11.0604
TIAM2A(3of4),4.09962,4.25113,4.18578,3.94076,3.935375,4.05504,3.86133,3.7774975,3.98967,3.7819,3.61962,3.9243
ZDHHC14(1of7),12.4009,13.385,19.8958,14.03385,11.6779,14.66998,14.850325,10.82435,12.05707,15.6668,9.9708,9.44416
GPR126(3of5),2.42143,2.53896,3.20521,2.21034,2.550825,2.96139,2.104795,2.5567575,2.83948,1.99925,2.56269,2.71757
KLF11,1.55089,2.44477,8.99015,1.39786,2.3223,6.713735,1.321345,2.261065,5.5755275,1.24483,2.19983,4.43732
RRM2,3.96527,4.31539,5.27666,3.5818,3.978185,4.71975,3.390065,3.8095825,4.441295,3.19833,3.64098,4.16284
TAF1B,5.80246,5.41793,4.89053,5.054295,5.010515,4.717245,4.6802125,4.8068075,4.6306025,4.30613,4.6031,4.54396
CPSF3(2of2),14.7854,15.8887,16.1293,14.30885,14.0495,13.9607,14.070575,13.1299,12.8764,13.8323,12.2103,11.7921
ACTC1(4of4),6904.79,5597.64,7451.92,6356.055,6925.78,7087.435,6081.6875,7589.85,6905.1925,5807.32,8253.92,6722.95
COA6,9.2777,8.63029,8.91887,8.791275,8.537955,8.32264,8.5480625,8.4917875,8.024525,8.30485,8.44562,7.72641
EPO,10.1904,11.6565,18.9939,13.0636,9.988145,14.467915,14.5002,9.1539675,12.2049225,15.9368,8.31979,9.94193
SI:CH73-360O10.1,4.81408,4.64477,4.08059,5.439685,5.5287,5.666905,5.7524875,5.970665,6.4600625,6.06529,6.41263,7.25322
UFSP1,1.81313,1.58026,2.38361,2.0461,2.028465,2.12777,2.162585,2.2525675,1.99985,2.27907,2.47667,1.87193
WRAP53,8.94366,8.38626,8.38129,9.38353,9.51198,8.852225,9.603465,10.07484,9.0876925,9.8234,10.6377,9.32316
POP7,3.61831,3.4665,4.24827,4.446935,3.921705,4.125295,4.8612475,4.1493075,4.0638075,5.27556,4.37691,4.00232
CRIM1(1of2),27.1097,35.8167,32.8622,35.77675,37.92385,37.27545,40.110275,38.977425,39.482075,44.4438,40.031,41.6887
ZC3H11A(2of2),19.6227,20.7463,18.2662,18.92415,20.14355,18.42075,18.574875,19.842175,18.498025,18.2256,19.5408,18.5753
POMT1,2.25206,2.42056,3.51035,2.402965,2.38288,2.808275,2.4784175,2.36404,2.4572375,2.55387,2.3452,2.1062
JUN(2of2),30.5568,42.5192,34.1442,41.3636,39.8327,32.1142,46.767,38.48945,31.0992,52.1704,37.1462,30.0842
POLE4,20.2208,20.929,23.0231,19.1308,17.5377,18.5966,18.5858,15.84205,16.38335,18.0408,14.1464,14.1701
THAP6(3of3),6.6668,6.49102,8.10716,7.907175,7.360925,8.071195,8.5273625,7.7958775,8.0532125,9.14755,8.23083,8.03523
EIF2AK4,5.85476,5.77544,5.59743,6.204525,5.911915,5.985755,6.3794075,5.9801525,6.1799175,6.55429,6.04839,6.37408
PEX14,10.72,10.0149,9.91802,10.6648,10.1249,10.12626,10.6372,10.1799,10.23038,10.6096,10.2349,10.3345
CASZ1,16.8853,18.5949,14.9089,16.29615,15.4142,13.8869,16.001575,13.82385,13.3759,15.707,12.2335,12.8649
RPS18,176.169,214.841,214.177,180.9345,201.7635,219.131,183.31725,195.22475,221.608,185.7,188.686,224.085
RNF2(1of2),5.00442,5.30353,5.98146,5.748015,6.189285,6.57784,6.1198125,6.6321625,6.87603,6.49161,7.07504,7.17422
YBX2,1.1315,1.11563,1.35099,0.8551915,1.01399,1.39196,0.71703725,0.96317,1.412445,0.578883,0.91235,1.43293
GPS2,46.1431,43.3815,43.3802,42.3143,40.97345,42.20645,40.3999,39.769425,41.619575,38.4855,38.5654,41.0327
SLC2A4(1of2),6.70673,7.30277,10.4743,7.18143,10.865985,12.7933,7.41878,12.6475925,13.9528,7.65613,14.4292,15.1123
EIF5A2,19.8412,22.5067,21.8791,22.26075,22.968,25.842,23.470525,23.19865,27.82345,24.6803,23.4293,29.8049
CPEB2(2of2),4.15638,5.9001,4.84857,5.405635,5.751495,5.067905,6.0302625,5.6771925,5.1775725,6.65489,5.60289,5.28724
C3(1of3),0.178494,0.598168,0.461378,9.462147,2.581504,0.421926,14.1039735,3.573172,0.4022,18.7458,4.56484,0.382474
GPR65,0.632603,0.848422,0.848334,0.9225215,1.118191,1.130247,1.06748075,1.2530755,1.2712035,1.21244,1.38796,1.41216
USP6NL(2of2),17.8892,20.337,16.5479,16.0846,16.8511,16.12595,15.1823,15.10815,15.914975,14.28,13.3652,15.704
PLK2,52.7064,55.4229,79.0501,45.99415,57.9129,58.03245,42.638025,59.1579,47.523625,39.2819,60.4029,37.0148
PDE4D(1of2),5.24437,4.75989,4.89706,5.227875,4.642745,4.638835,5.2196275,4.5841725,4.5097225,5.21138,4.5256,4.38061
FAM173A,12.511,12.5935,12.1118,11.120175,11.25952,12.80715,10.4247625,10.59253,13.154825,9.72935,9.92554,13.5025
R3HDM1(2of3),6.15921,6.96097,4.32617,6.034315,5.311645,5.487495,5.9718675,4.4869825,6.0681575,5.90942,3.66232,6.64882
GSK3B(1of2),20.3651,16.994,17.637,15.39365,13.283955,12.80222,12.907925,11.4289325,10.38483,10.4222,9.57391,7.96744
GPR156,1.36657,1.9762,1.94287,1.6891,2.380755,3.0775,1.850365,2.5830325,3.644815,2.01163,2.78531,4.21213
LRRC58B,10.2729,11.2663,13.3585,11.07095,12.11145,12.3029,11.469975,12.534025,11.7751,11.869,12.9566,11.2473
EME1(2of2),1.5262,1.39475,1.78316,1.46995,1.197905,1.3905735,1.441825,1.0994825,1.19428025,1.4137,1.00106,0.997987
EME1(1of2),1.97251,1.16516,2.45823,1.6748,1.43771,1.73474,1.525945,1.573985,1.372995,1.37709,1.71026,1.01125
HIST1H2BL(2of3),34.0285,30.0978,36.1517,31.30125,30.414,33.905,29.937625,30.5721,32.78165,28.574,30.7302,31.6583
ALDH1L2(2of3),2.67709,2.85239,2.38784,3.384245,2.76633,2.43595,3.7378225,2.7233,2.460005,4.0914,2.68027,2.48406
STRBP,4.351,4.1875,3.37321,5.34785,4.80401,3.504425,5.846275,5.112265,3.5700325,6.3447,5.42052,3.63564
SSSCA1,11.8899,10.6307,14.3622,10.955,10.4158,12.39505,10.48755,10.30835,11.411475,10.0201,10.2009,10.4279
CPD,16.737,16.5393,16.1532,17.02515,16.88885,15.9809,17.169225,17.063625,15.89475,17.3133,17.2384,15.8086
GOSR1(2of3),6.91266,6.48055,7.40766,7.365365,7.377925,8.352405,7.5917175,7.8266125,8.8247775,7.81807,8.2753,9.29715
SI:DKEY-230A20.1,12.8852,14.2091,16.1042,12.54935,12.6057,16.99,12.381425,11.804,17.4329,12.2135,11.0023,17.8758
ZNF235(40of128),2.93556,2.91362,2.8962,2.668325,2.88162,3.24927,2.5347075,2.86562,3.425805,2.40109,2.84962,3.60234
CYSLTR1(2of2),0.878236,1.17578,1.02283,1.090308,1.144045,1.228465,1.196344,1.1281775,1.3312825,1.30238,1.11231,1.4341
TMEM180,5.57867,5.96631,5.48248,5.919115,5.771405,4.74844,6.0893375,5.6739525,4.38142,6.25956,5.5765,4.0144
WNK4(2of2),1.65484,1.32391,1.0243,1.932525,1.81673,1.796085,2.0713675,2.06314,2.1819775,2.21021,2.30955,2.56787
ARHGAP27(1of4),2.54654,2.65856,2.46132,2.844675,4.367135,2.86315,2.9937425,5.2214225,3.064065,3.14281,6.07571,3.26498
SI:CH73-336H18.1,16.629,18.6261,15.1371,14.8765,16.63265,15.32205,14.00025,15.635925,15.414525,13.124,14.6392,15.507
VPS25,28.5119,25.7231,30.0138,26.6902,26.25755,27.1843,25.77935,26.524775,25.76955,24.8685,26.792,24.3548
ZBTB37,3.02756,2.62876,2.03231,2.920645,2.634615,2.41507,2.8671875,2.6375425,2.60645,2.81373,2.64047,2.79783
MMP15(1of2),7.54447,6.50451,6.1807,6.54932,5.82249,5.919715,6.051745,5.48148,5.7892225,5.55417,5.14047,5.65873
ZGC:77838,7.21327,7.28407,7.00773,7.218835,7.35968,7.218535,7.2216175,7.397485,7.3239375,7.2244,7.43529,7.42934
CDK1,3.42271,4.0354,10.4353,5.286115,3.56423,6.06156,6.2178175,3.328645,3.87469,7.14952,3.09306,1.68782
GALM(1of2),11.6586,8.95946,13.2811,11.9419,11.02553,12.4667,12.08355,12.058565,12.0595,12.2252,13.0916,11.6523
ELMO3,7.50022,8.2925,7.62472,9.40196,9.35085,7.788235,10.35283,9.880025,7.8699925,11.3037,10.4092,7.95175
CTU2,15.945,16.3142,18.0406,15.46875,16.43075,18.03475,15.230625,16.489025,18.031825,14.9925,16.5473,18.0289
OGFRL1,3.01485,3.42203,2.91263,3.635,4.00199,2.7976,3.945075,4.29197,2.740085,4.25515,4.58195,2.68257
PDLIM7(1of5),20.033,19.6536,21.7529,19.51165,22.3614,22.1124,19.250975,23.7153,22.29215,18.9903,25.0692,22.4719
SPTAN1(11of17),21.835,21.6241,13.1862,17.9407,18.81595,16.03695,15.99355,17.411875,17.462325,14.0464,16.0078,18.8877
RASGRP2(3of4),3.25157,3.59972,3.42281,2.635245,2.761315,2.82372,2.3270825,2.3421125,2.524175,2.01892,1.92291,2.22463
MEGF8,11.0492,12.0543,10.1271,10.9241,11.31085,11.06715,10.86155,10.939125,11.537175,10.799,10.5674,12.0072
ZNF436(3of4),6.12177,5.98619,5.43916,5.318605,5.461435,5.67867,4.9170225,5.1990575,5.798425,4.51544,4.93668,5.91818
PSEN2(1of2),18.9632,16.9308,14.8221,15.204,14.97985,13.38835,13.3244,14.004375,12.671475,11.4448,13.0289,11.9546
VAT1(1of2),2.61931,2.22548,4.07202,2.23593,1.5397675,3.31008,2.04424,1.19691125,2.92911,1.85255,0.854055,2.54814
ZNF652(1of2),41.2146,37.2283,40.0019,38.74875,36.6412,35.6581,37.515825,36.34765,33.4862,36.2829,36.0541,31.3143
SI:BUSM1-163L24.3,1.52452,1.65691,1.43532,2.115055,2.66423,1.794505,2.4103225,3.16789,1.9740975,2.70559,3.67155,2.15369
RGS17,1.2856,1.1608,0.807242,1.0096305,0.9591115,0.8157895,0.87164575,0.85826725,0.82006325,0.733661,0.757423,0.824337
ZGC:123238,5.23512,4.33632,4.86777,5.24793,5.536095,5.24256,5.254335,6.1359825,5.429955,5.26074,6.73587,5.61735
PIP5K1A(1of2),17.1135,16.6772,17.5786,16.1543,15.9422,16.2778,15.6747,15.5747,15.6274,15.1951,15.2072,14.977
TUFT1,19.8952,15.337,15.3989,13.056615,9.173025,10.386675,9.6373225,6.0910375,7.8805625,6.21803,3.00905,5.37445
UBAP2L,21.7833,22.4475,19.048,19.7932,19.4199,17.56935,18.79815,17.9061,16.830025,17.8031,16.3923,16.0907
MTSS1L(2of3),3.17022,3.48166,3.4684,3.31814,2.801075,2.742755,3.3921,2.4607825,2.3799325,3.46606,2.12049,2.01711
PIAS2(1of4),2.58276,1.60539,2.73119,1.958755,1.68809,2.760395,1.6467525,1.72944,2.7749975,1.33475,1.77079,2.7896
TMC3(2of4),1.57284,1.25379,0.790689,1.46846,0.923187,1.0673545,1.41627,0.7578855,1.20568725,1.36408,0.592584,1.34402
STX18,4.62713,4.12228,4.66043,4.38406,4.76447,4.568235,4.262525,5.085565,4.5221375,4.14099,5.40666,4.47604
NSG1,0.599622,0.484146,0.492375,0.988071,0.806513,0.8801125,1.1822955,0.9676965,1.07398125,1.37652,1.12888,1.26785
CPPED1(1of3),16.988,16.7895,17.3148,14.1133,16.78255,14.7437,12.67595,16.779075,13.45815,11.2386,16.7756,12.1726
DCUN1D4,4.80225,4.74396,4.80662,4.24859,4.78955,4.38716,3.97176,4.812345,4.17743,3.69493,4.83514,3.9677
PLXNB1,0.83961,0.931141,1.0723,2.17865,1.7793155,1.29501,2.84817,2.20340275,1.406365,3.51769,2.62749,1.51772
TSPAN15(2of3),3.30823,2.92993,2.84286,3.14768,2.54361,2.82156,3.067405,2.35045,2.81091,2.98713,2.15729,2.80026
VPS13B(5of5),2.17512,2.28372,1.53963,2.192665,2.108655,1.54132,2.2014375,2.0211225,1.542165,2.21021,1.93359,1.54301
VPS13B(4of5),3.49379,1.29428,2.71081,3.260985,1.248505,2.139985,3.1445825,1.2256175,1.8545725,3.02818,1.20273,1.56916
